Gene.name.human,Gene.stable.ID.human,Gene.description.human,Chromosome.scaffold.name.human,Gene.start..bp.human,Gene.end..bp.human,Strand.human,homology.type,orthology.confidence..0.low..1.high.,Gene.name.zebrafish,Gene.stable.ID.zebrafish,Gene.description.zebrafish,Chromosome.scaffold.name.zebrafish,Gene.start..bp.zebrafish,Gene.end..bp.zebrafish,Strand.zebrafish
CHST15,ENSG00000182022,carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137],10,124007668,124093598,-1,ortholog_one2one,1,chst15,ENSDARG00000074527,carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15 [Source:ZFIN;Acc:ZDB-GENE-131127-327],17,21514777,21563774,1
PCDH19,ENSG00000165194,protocadherin 19 [Source:HGNC Symbol;Acc:HGNC:14270],X,100291644,100410273,-1,ortholog_one2one,1,pcdh19,ENSDARG00000034344,protocadherin 19 [Source:ZFIN;Acc:ZDB-GENE-030131-4218],14,40300961,40390757,-1
TNS1,ENSG00000079308,tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973],2,217799588,218033982,-1,ortholog_one2one,1,tns1b,ENSDARG00000020845,tensin 1b [Source:ZFIN;Acc:ZDB-GENE-030131-6933],9,47436010,47654204,-1
RPS16,ENSG00000105193,ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396],19,39433137,39435949,-1,ortholog_one2one,1,rps16,ENSDARG00000045487,ribosomal protein S16 [Source:ZFIN;Acc:ZDB-GENE-050506-107],4,21648010,21652812,-1
ITIH5,ENSG00000123243,inter-alpha-trypsin inhibitor heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:21449],10,7559270,7666998,-1,ortholog_one2one,1,itih5,ENSDARG00000045517,inter-alpha-trypsin inhibitor heavy chain 5 [Source:ZFIN;Acc:ZDB-GENE-041210-193],4,25220674,25245817,1
WNT16,ENSG00000002745,Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267],7,121325367,121341104,1,ortholog_one2one,1,wnt16,ENSDARG00000094973,"wingless-type MMTV integration site family, member 16 [Source:ZFIN;Acc:ZDB-GENE-040426-2330]",4,10706755,10713584,1
MICU1,ENSG00000107745,mitochondrial calcium uptake 1 [Source:HGNC Symbol;Acc:HGNC:1530],10,72367340,72626131,-1,ortholog_one2one,1,micu1,ENSDARG00000063358,mitochondrial calcium uptake 1 [Source:NCBI gene;Acc:561210],13,4871886,4969687,1
BNC2,ENSG00000173068,basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988],9,16409503,16870843,-1,ortholog_one2one,1,bnc2,ENSDARG00000069989,basonuclin 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5784],1,27023687,27212459,1
UCN,ENSG00000163794,urocortin [Source:HGNC Symbol;Acc:HGNC:12516],2,27307400,27308445,-1,ortholog_one2one,1,uts1,ENSDARG00000014927,urotensin 1 [Source:ZFIN;Acc:ZDB-GENE-041014-348],20,38724575,38727396,1
PUS7L,ENSG00000129317,pseudouridine synthase 7 like [Source:HGNC Symbol;Acc:HGNC:25276],12,43718992,43758793,-1,ortholog_one2one,1,pus7l,ENSDARG00000069780,pseudouridine synthase 7 like [Source:NCBI gene;Acc:561376],4,14188327,14192254,-1
SF1,ENSG00000168066,splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950],11,64764606,64778786,-1,ortholog_one2one,1,sf1,ENSDARG00000008188,splicing factor 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2492],7,22809905,22820816,1
LRRC3,ENSG00000160233,leucine rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:14965],21,44455510,44462196,1,ortholog_one2one,1,lrrc3,ENSDARG00000078415,leucine rich repeat containing 3 [Source:NCBI gene;Acc:100001372],9,42157578,42164744,1
CC2D1B,ENSG00000154222,coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386],1,52345723,52366205,-1,ortholog_one2one,1,cc2d1b,ENSDARG00000099445,coiled-coil and C2 domain containing 1B [Source:ZFIN;Acc:ZDB-GENE-030131-1426],2,19236677,19274665,1
PSEN1,ENSG00000080815,presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508],14,73136418,73223691,1,ortholog_one2one,1,psen1,ENSDARG00000004870,presenilin 1 [Source:NCBI gene;Acc:30221],17,51206225,51224800,-1
SLC30A8,ENSG00000164756,solute carrier family 30 member 8 [Source:HGNC Symbol;Acc:HGNC:20303],8,116950273,117176714,1,ortholog_one2one,1,slc30a8,ENSDARG00000100917,solute carrier family 30 member 8 [Source:ZFIN;Acc:ZDB-GENE-060315-10],19,46343385,46362232,1
ZBTB18,ENSG00000179456,zinc finger and BTB domain containing 18 [Source:HGNC Symbol;Acc:HGNC:13030],1,244048939,244057476,1,ortholog_one2one,1,zbtb18,ENSDARG00000028228,zinc finger and BTB domain containing 18 [Source:NCBI gene;Acc:100003157],13,11436130,11445034,1
MYH7,ENSG00000092054,myosin heavy chain 7 [Source:HGNC Symbol;Acc:HGNC:7577],14,23412740,23435660,-1,ortholog_one2one,1,myh7l,ENSDARG00000079782,myosin heavy chain 7-like [Source:ZFIN;Acc:ZDB-GENE-061027-393],2,24274293,24289726,-1
DRD3,ENSG00000151577,dopamine receptor D3 [Source:HGNC Symbol;Acc:HGNC:3024],3,114127580,114199407,-1,ortholog_one2one,1,drd3,ENSDARG00000032131,dopamine receptor D3 [Source:ZFIN;Acc:ZDB-GENE-021119-1],24,20968308,21006319,1
IMMT,ENSG00000132305,inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047],2,86143932,86195472,-1,ortholog_one2one,1,immt,ENSDARG00000102874,"inner membrane protein, mitochondrial (mitofilin) [Source:ZFIN;Acc:ZDB-GENE-030131-5417]",14,16093889,16123580,1
CBLN1,ENSG00000102924,cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543],16,49277917,49281838,-1,ortholog_one2one,1,cbln1,ENSDARG00000057296,cerebellin 1 precursor [Source:ZFIN;Acc:ZDB-GENE-040718-226],18,18104235,18110032,1
FAM3C,ENSG00000196937,FAM3 metabolism regulating signaling molecule C [Source:HGNC Symbol;Acc:HGNC:18664],7,121348878,121396364,-1,ortholog_one2one,1,fam3c,ENSDARG00000056152,family with sequence similarity 3 member C [Source:NCBI gene;Acc:334205],4,20101992,20108833,-1
AGMO,ENSG00000187546,alkylglycerol monooxygenase [Source:HGNC Symbol;Acc:HGNC:33784],7,15200317,15562015,-1,ortholog_one2one,1,agmo,ENSDARG00000025595,alkylglycerol monooxygenase [Source:NCBI gene;Acc:405819],15,34334722,34418525,-1
SLC6A11,ENSG00000132164,solute carrier family 6 member 11 [Source:HGNC Symbol;Acc:HGNC:11044],3,10816201,10940714,1,ortholog_one2one,1,slc6a11b,ENSDARG00000087981,solute carrier family 6 member 11b [Source:ZFIN;Acc:ZDB-GENE-121116-2],11,1094844,1131569,-1
NGEF,ENSG00000066248,neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807],2,232878701,233013256,-1,ortholog_one2one,1,ngef,ENSDARG00000076179,neuronal guanine nucleotide exchange factor [Source:ZFIN;Acc:ZDB-GENE-130530-794],15,40074923,40133784,1
THAP11,ENSG00000168286,THAP domain containing 11 [Source:HGNC Symbol;Acc:HGNC:23194],16,67842320,67844195,1,ortholog_one2one,1,thap11,ENSDARG00000036055,THAP domain containing 11 [Source:NCBI gene;Acc:406390],7,29041465,29043075,-1
GUCY1A1,ENSG00000164116,guanylate cyclase 1 soluble subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4685],4,155666726,155737059,1,ortholog_one2one,1,gucy1a1,ENSDARG00000013787,guanylate cyclase 1 soluble subunit alpha 1 [Source:ZFIN;Acc:ZDB-GENE-050417-230],1,25783801,25799051,1
ENC1,ENSG00000171617,ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345],5,74627406,74641424,-1,ortholog_one2one,1,enc1,ENSDARG00000035398,ectodermal-neural cortex 1 [Source:ZFIN;Acc:ZDB-GENE-060531-140],5,34622320,34638624,1
VAC14,ENSG00000103043,VAC14 component of PIKFYVE complex [Source:HGNC Symbol;Acc:HGNC:25507],16,70687439,70801160,-1,ortholog_one2one,1,vac14,ENSDARG00000014303,vac14 homolog (S. cerevisiae) [Source:NCBI gene;Acc:447912],25,17589906,17613025,1
ATP5F1D,ENSG00000099624,ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837],19,1241746,1244825,1,ortholog_one2one,1,atp5f1d,ENSDARG00000019404,ATP synthase F1 subunit delta [Source:ZFIN;Acc:ZDB-GENE-030131-7649],22,18766061,18779232,-1
BANP,ENSG00000172530,BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:HGNC:13450],16,87949244,88077318,1,ortholog_one2one,1,banp,ENSDARG00000017562,BTG3 associated nuclear protein [Source:NCBI gene;Acc:553659],25,30460378,30550350,1
NIT1,ENSG00000158793,nitrilase 1 [Source:HGNC Symbol;Acc:HGNC:7828],1,161118086,161125445,1,ortholog_one2one,1,nit1,ENSDARG00000070116,nitrilase 1 [Source:ZFIN;Acc:ZDB-GENE-040912-65],7,7495034,7508747,1
FERMT2,ENSG00000073712,FERM domain containing kindlin 2 [Source:HGNC Symbol;Acc:HGNC:15767],14,52857268,52952435,-1,ortholog_one2one,1,fermt2,ENSDARG00000020242,fermitin family member 2 [Source:NCBI gene;Acc:553051],17,50701748,50787754,1
NUP160,ENSG00000030066,nucleoporin 160 [Source:HGNC Symbol;Acc:HGNC:18017],11,47778087,47848555,-1,ortholog_one2one,1,nup160,ENSDARG00000027140,nucleoporin 160 [Source:ZFIN;Acc:ZDB-GENE-040426-1603],25,34681018,34723976,-1
LRIT2,ENSG00000204033,"leucine rich repeat, Ig-like and transmembrane domains 2 [Source:HGNC Symbol;Acc:HGNC:23443]",10,84220571,84225544,-1,ortholog_one2one,1,lrit2,ENSDARG00000030626,"leucine-rich repeat, immunoglobulin-like and transmembrane domains 2 [Source:NCBI gene;Acc:553557]",13,29470442,29474304,1
DOC2A,ENSG00000149927,double C2 domain alpha [Source:HGNC Symbol;Acc:HGNC:2985],16,30005514,30023270,-1,ortholog_one2one,1,doc2a,ENSDARG00000078736,"double C2-like domains, alpha [Source:ZFIN;Acc:ZDB-GENE-090706-1]",3,15550522,15608166,1
AFMID,ENSG00000183077,arylformamidase [Source:HGNC Symbol;Acc:HGNC:20910],17,78187358,78207702,1,ortholog_one2one,1,afmid,ENSDARG00000099106,arylformamidase [Source:NCBI gene;Acc:550372],11,45139300,45153006,-1
TRIO,ENSG00000038382,trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303],5,14143342,14532128,1,ortholog_one2one,1,trioa,ENSDARG00000019426,trio Rho guanine nucleotide exchange factor a [Source:NCBI gene;Acc:557667],19,41841147,42045372,-1
ARID1B,ENSG00000049618,AT-rich interaction domain 1B [Source:HGNC Symbol;Acc:HGNC:18040],6,156776020,157210779,1,ortholog_one2one,1,arid1b,ENSDARG00000092503,AT rich interactive domain 1B (SWI1-like) [Source:ZFIN;Acc:ZDB-GENE-030131-4459],20,4897996,5052838,-1
PPEF1,ENSG00000086717,protein phosphatase with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:9243],X,18675909,18827921,1,ortholog_one2one,1,ppef1,ENSDARG00000020191,"protein phosphatase, EF-hand calcium binding domain 1 [Source:ZFIN;Acc:ZDB-GENE-080303-27]",11,30253968,30280958,1
POLR3F,ENSG00000132664,RNA polymerase III subunit F [Source:HGNC Symbol;Acc:HGNC:15763],20,18467389,18484646,1,ortholog_one2one,1,polr3f,ENSDARG00000012572,polymerase (RNA) III (DNA directed) polypeptide F [Source:ZFIN;Acc:ZDB-GENE-040426-972],22,25034740,25043103,-1
PEX2,ENSG00000164751,peroxisomal biogenesis factor 2 [Source:HGNC Symbol;Acc:HGNC:9717],8,76980258,77001044,-1,ortholog_one2one,1,pex2,ENSDARG00000062421,peroxisomal biogenesis factor 2 [Source:ZFIN;Acc:ZDB-GENE-070530-2],24,23202545,23214258,1
JMJD7,ENSG00000243789,jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397],15,41828092,41837581,1,ortholog_one2one,1,jmjd7,ENSDARG00000035546,jumonji domain containing 7 [Source:ZFIN;Acc:ZDB-GENE-050417-86],17,10711641,10738045,-1
MIX23,ENSG00000160124,mitochondrial matrix import factor 23 [Source:HGNC Symbol;Acc:HGNC:31136],3,122359591,122383231,-1,ortholog_one2one,1,ccdc58,ENSDARG00000045351,coiled-coil domain containing 58 [Source:NCBI gene;Acc:393780],24,20922544,20926812,-1
SHPRH,ENSG00000146414,SNF2 histone linker PHD RING helicase [Source:HGNC Symbol;Acc:HGNC:19336],6,145864245,145964423,-1,ortholog_one2one,1,shprh,ENSDARG00000075884,SNF2 histone linker PHD RING helicase [Source:ZFIN;Acc:ZDB-GENE-110512-2],17,7534180,7589306,1
ARID2,ENSG00000189079,AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037],12,45729706,45908040,1,ortholog_one2one,1,arid2,ENSDARG00000007413,"AT rich interactive domain 2 (ARID, RFX-like) [Source:ZFIN;Acc:ZDB-GENE-030131-6311]",4,1647098,1684347,-1
SVIL,ENSG00000197321,supervillin [Source:HGNC Symbol;Acc:HGNC:11480],10,29457338,29736959,-1,ortholog_one2one,1,svila,ENSDARG00000055075,supervillin a [Source:ZFIN;Acc:ZDB-GENE-990706-5],12,23812530,23935333,1
UNK,ENSG00000132478,unk zinc finger [Source:HGNC Symbol;Acc:HGNC:29369],17,75784806,75825799,1,ortholog_one2one,1,unk,ENSDARG00000000935,unk zinc finger [Source:ZFIN;Acc:ZDB-GENE-040426-707],12,36416173,36471889,1
FSCN1,ENSG00000075618,fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148],7,5592816,5606655,1,ortholog_one2one,1,fscn1a,ENSDARG00000059680,fascin actin-bundling protein 1a [Source:ZFIN;Acc:ZDB-GENE-031009-1],3,40576447,40589489,1
ACP6,ENSG00000162836,"acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]",1,147629652,147670524,-1,ortholog_one2one,1,acp6,ENSDARG00000040064,"acid phosphatase 6, lysophosphatidic [Source:ZFIN;Acc:ZDB-GENE-050208-290]",9,30478768,30490414,1
ASB7,ENSG00000183475,ankyrin repeat and SOCS box containing 7 [Source:HGNC Symbol;Acc:HGNC:17182],15,100602589,100651701,1,ortholog_one2one,1,asb7,ENSDARG00000006494,ankyrin repeat and SOCS box containing 7 [Source:ZFIN;Acc:ZDB-GENE-040426-2429],7,9840994,9873652,-1
SELENBP1,ENSG00000143416,selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719],1,151364304,151372707,-1,ortholog_one2one,1,selenbp1,ENSDARG00000024717,selenium binding protein 1 [Source:NCBI gene;Acc:393542],16,38138246,38157299,1
C10orf53,ENSG00000178645,chromosome 10 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:27421],10,49679651,49710261,1,ortholog_one2one,1,C13H10orf53,ENSDARG00000069363,zgc:153142 [Source:NCBI gene;Acc:768197],13,29404218,29406534,-1
FOXG1,ENSG00000176165,forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811],14,28766787,28770277,1,ortholog_one2one,1,foxg1a,ENSDARG00000070769,forkhead box G1a [Source:ZFIN;Acc:ZDB-GENE-990415-267],17,29117027,29119362,-1
ZMYND10,ENSG00000004838,zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412],3,50341110,50345732,-1,ortholog_one2one,1,zmynd10,ENSDARG00000002406,"zinc finger, MYND-type containing 10 [Source:NCBI gene;Acc:393368]",1,22691256,22703383,1
NDUFA8,ENSG00000119421,NADH:ubiquinone oxidoreductase subunit A8 [Source:HGNC Symbol;Acc:HGNC:7692],9,122144058,122159779,-1,ortholog_one2one,1,ndufa8,ENSDARG00000058041,NADH:ubiquinone oxidoreductase subunit A8 [Source:ZFIN;Acc:ZDB-GENE-040426-1688],10,9410304,9419994,1
PSMG1,ENSG00000183527,proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043],21,39174769,39183488,-1,ortholog_one2one,1,psmg1,ENSDARG00000040620,"proteasome (prosome, macropain) assembly chaperone 1 [Source:NCBI gene;Acc:436987]",10,206996,210703,-1
CLP1,ENSG00000172409,cleavage factor polyribonucleotide kinase subunit 1 [Source:HGNC Symbol;Acc:HGNC:16999],11,57648188,57661865,1,ortholog_one2one,1,clp1,ENSDARG00000063663,cleavage and polyadenylation factor I subunit 1 [Source:NCBI gene;Acc:565621],14,48982236,48998631,1
FGF22,ENSG00000070388,fibroblast growth factor 22 [Source:HGNC Symbol;Acc:HGNC:3679],19,639879,644373,1,ortholog_one2one,1,fgf22,ENSDARG00000076510,fibroblast growth factor 22 [Source:ZFIN;Acc:ZDB-GENE-050208-380],22,19111444,19156332,1
CPNE2,ENSG00000140848,copine 2 [Source:HGNC Symbol;Acc:HGNC:2315],16,57092583,57148369,1,ortholog_one2one,1,cpne2,ENSDARG00000007753,copine II [Source:ZFIN;Acc:ZDB-GENE-030131-7896],18,17660158,17704546,1
PTRHD1,ENSG00000184924,peptidyl-tRNA hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33782],2,24789728,24793391,-1,ortholog_one2one,1,ptrhd1,ENSDARG00000016122,peptidyl-tRNA hydrolase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081110-2],20,36797612,36800002,-1
ENPP4,ENSG00000001561,ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359],6,46129989,46146688,1,ortholog_one2one,1,enpp4,ENSDARG00000006877,ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:NCBI gene;Acc:550586],17,5599014,5610514,-1
SOX5,ENSG00000134532,SRY-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11201],12,23529504,24562544,-1,ortholog_one2one,1,sox5,ENSDARG00000011582,SRY-box transcription factor 5 [Source:ZFIN;Acc:ZDB-GENE-000607-13],4,16982249,17055950,-1
KHSRP,ENSG00000088247,KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316],19,6413102,6424811,-1,ortholog_one2one,1,khsrp,ENSDARG00000026489,KH-type splicing regulatory protein [Source:ZFIN;Acc:ZDB-GENE-030131-4357],1,54960189,54972236,-1
PTN,ENSG00000105894,pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630],7,137227341,137343774,-1,ortholog_one2one,1,ptn,ENSDARG00000102340,pleiotrophin [Source:ZFIN;Acc:ZDB-GENE-030624-1],4,1301436,1360495,-1
WDR61,ENSG00000140395,WD repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:30300],15,78277835,78299703,-1,ortholog_one2one,1,wdr61,ENSDARG00000007755,WD repeat domain 61 [Source:NCBI gene;Acc:393827],25,6280991,6292560,-1
ACSL5,ENSG00000197142,acyl-CoA synthetase long chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526],10,112374116,112428379,1,ortholog_one2one,1,acsl5,ENSDARG00000075931,acyl-CoA synthetase long chain family member 5 [Source:ZFIN;Acc:ZDB-GENE-040912-169],12,31438579,31461412,-1
EDC3,ENSG00000179151,enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:HGNC:26114],15,74630558,74696292,-1,ortholog_one2one,1,edc3,ENSDARG00000051931,enhancer of mRNA decapping 3 homolog (S. cerevisiae) [Source:NCBI gene;Acc:504054],25,20668272,20691609,-1
EPRS1,ENSG00000136628,glutamyl-prolyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:3418],1,219968600,220046530,-1,ortholog_one2one,1,eprs1,ENSDARG00000060494,glutamyl-prolyl-tRNA synthetase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-638],17,39697621,39739994,1
MED30,ENSG00000164758,mediator complex subunit 30 [Source:HGNC Symbol;Acc:HGNC:23032],8,117520713,117540262,1,ortholog_one2one,1,med30,ENSDARG00000101115,mediator complex subunit 30 [Source:NCBI gene;Acc:393690],19,46372115,46411358,1
SORL1,ENSG00000137642,sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185],11,121452314,121633763,1,ortholog_one2one,1,sorl1,ENSDARG00000013892,"sortilin-related receptor, L(DLR class) A repeats containing [Source:ZFIN;Acc:ZDB-GENE-050208-22]",15,21541010,21669618,-1
PPP1R3B,ENSG00000173281,protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942],8,9136255,9151574,-1,ortholog_one2one,1,ppp1r3b,ENSDARG00000044691,"protein phosphatase 1, regulatory subunit 3B [Source:NCBI gene;Acc:327285]",21,19916456,19919934,-1
LRRC8D,ENSG00000171492,leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992],1,89821014,89936611,1,ortholog_one2one,1,lrrc8db,ENSDARG00000103840,leucine rich repeat containing 8 VRAC subunit Db [Source:ZFIN;Acc:ZDB-GENE-061013-487],6,25167250,25189739,-1
PLOD3,ENSG00000106397,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:9083]",7,101205977,101218420,-1,ortholog_one2one,1,plod3,ENSDARG00000076317,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 [Source:ZFIN;Acc:ZDB-GENE-021031-4]",23,44843860,44879214,-1
CDH2,ENSG00000170558,cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759],18,27932879,28177946,-1,ortholog_one2one,1,cdh2,ENSDARG00000018693,"cadherin 2, type 1, N-cadherin (neuronal) [Source:NCBI gene;Acc:30291]",20,17581881,17819238,1
ADCK1,ENSG00000063761,aarF domain containing kinase 1 [Source:HGNC Symbol;Acc:HGNC:19038],14,77800109,77935014,1,ortholog_one2one,1,adck1,ENSDARG00000062561,aarF domain containing kinase 1 [Source:ZFIN;Acc:ZDB-GENE-080401-5],17,17491226,17759220,-1
DMRTA2,ENSG00000142700,DMRT like family A2 [Source:HGNC Symbol;Acc:HGNC:13908],1,50417550,50423443,-1,ortholog_one2one,1,dmrta2,ENSDARG00000039412,DMRT-like family A2 [Source:NCBI gene;Acc:474350],8,16257220,16259063,-1
PCGF6,ENSG00000156374,polycomb group ring finger 6 [Source:HGNC Symbol;Acc:HGNC:21156],10,103302796,103351144,-1,ortholog_one2one,1,pcgf6,ENSDARG00000069681,polycomb group ring finger 6 [Source:ZFIN;Acc:ZDB-GENE-060526-178],13,28682614,28689717,-1
SAP18,ENSG00000150459,Sin3A associated protein 18 [Source:HGNC Symbol;Acc:HGNC:10530],13,21140514,21149084,1,ortholog_one2one,1,sap18,ENSDARG00000057854,Sin3A-associated protein [Source:ZFIN;Acc:ZDB-GENE-040426-1679],9,21266684,21268576,-1
KAT2A,ENSG00000108773,lysine acetyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:4201],17,42113111,42121367,-1,ortholog_one2one,1,kat2a,ENSDARG00000104734,K(lysine) acetyltransferase 2A [Source:NCBI gene;Acc:555517],3,17653784,17680114,1
GPR55,ENSG00000135898,G protein-coupled receptor 55 [Source:HGNC Symbol;Acc:HGNC:4511],2,230907318,230961066,-1,ortholog_one2one,1,gpr55a,ENSDARG00000043447,G protein-coupled receptor 55a [Source:ZFIN;Acc:ZDB-GENE-051113-260],15,40051218,40065296,-1
IRX6,ENSG00000159387,iroquois homeobox 6 [Source:HGNC Symbol;Acc:HGNC:14675],16,55324203,55330756,1,ortholog_one2one,1,irx6a,ENSDARG00000034420,iroquois homeobox 6a [Source:ZFIN;Acc:ZDB-GENE-040712-5],7,35511732,35516251,-1
RPL36AL,ENSG00000165502,ribosomal protein L36a like [Source:HGNC Symbol;Acc:HGNC:10346],14,49618530,49620626,-1,ortholog_one2one,1,rpl36a,ENSDARG00000058105,ribosomal protein L36A [Source:NCBI gene;Acc:195819],5,22510639,22515186,1
NUMB,ENSG00000133961,NUMB endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060],14,73275107,73458617,-1,ortholog_one2one,1,numb,ENSDARG00000027279,NUMB endocytic adaptor protein [Source:ZFIN;Acc:ZDB-GENE-060422-1],17,51821906,51893123,-1
ARPC3,ENSG00000111229,actin related protein 2/3 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:706],12,110434823,110450422,-1,ortholog_one2one,1,arpc3,ENSDARG00000057882,"actin related protein 2/3 complex, subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040625-107]",21,17024002,17029464,1
DNAJC19,ENSG00000205981,DnaJ heat shock protein family (Hsp40) member C19 [Source:HGNC Symbol;Acc:HGNC:30528],3,180983697,180989774,-1,ortholog_one2one,1,dnajc19,ENSDARG00000044420,"DnaJ (Hsp40) homolog, subfamily C, member 19 [Source:NCBI gene;Acc:393734]",22,37534094,37541020,1
OARD1,ENSG00000124596,O-acyl-ADP-ribose deacylase 1 [Source:HGNC Symbol;Acc:HGNC:21257],6,41033627,41097787,-1,ortholog_one2one,1,oard1,ENSDARG00000057426,O-acyl-ADP-ribose deacylase 1 [Source:ZFIN;Acc:ZDB-GENE-050522-480],23,19220381,19225709,-1
NDRG2,ENSG00000165795,NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460],14,21016763,21070872,-1,ortholog_one2one,1,ndrg2,ENSDARG00000011170,NDRG family member 2 [Source:NCBI gene;Acc:494050],7,3930742,4036875,-1
GLRA2,ENSG00000101958,glycine receptor alpha 2 [Source:HGNC Symbol;Acc:HGNC:4327],X,14529298,14731812,1,ortholog_one2one,1,glra2,ENSDARG00000075012,"glycine receptor, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-090407-1]",9,54891962,54940881,1
NUP37,ENSG00000075188,nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929],12,102073103,102120120,-1,ortholog_one2one,1,nup37,ENSDARG00000094191,nucleoporin 37 [Source:ZFIN;Acc:ZDB-GENE-040718-363],4,17327704,17377658,1
DDC,ENSG00000132437,dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719],7,50458436,50565405,-1,ortholog_one2one,1,ddc,ENSDARG00000016494,dopa decarboxylase [Source:ZFIN;Acc:ZDB-GENE-040426-2656],16,8298542,8342749,-1
DCUN1D5,ENSG00000137692,defective in cullin neddylation 1 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28409],11,103050686,103092194,-1,ortholog_one2one,1,dcun1d5,ENSDARG00000100363,"DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-2603]",18,3533787,3552550,-1
MTFR2,ENSG00000146410,mitochondrial fission regulator 2 [Source:HGNC Symbol;Acc:HGNC:21115],6,136231024,136250335,-1,ortholog_one2one,1,mtfr2,ENSDARG00000060394,mitochondrial fission regulator 2 [Source:NCBI gene;Acc:768141],23,31901350,31913289,-1
VTI1A,ENSG00000151532,vesicle transport through interaction with t-SNAREs 1A [Source:HGNC Symbol;Acc:HGNC:17792],10,112446998,112818744,1,ortholog_one2one,1,vti1a,ENSDARG00000045065,vesicle transport through interaction with t-SNAREs 1A [Source:ZFIN;Acc:ZDB-GENE-050809-135],12,31161564,31422536,-1
CRLS1,ENSG00000088766,cardiolipin synthase 1 [Source:HGNC Symbol;Acc:HGNC:16148],20,6006093,6040053,1,ortholog_one2one,1,crls1,ENSDARG00000038000,cardiolipin synthase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2519],17,4368859,4386084,1
