Gene.name.mouse,Gene.stable.mouse,Gene.description.mouse,Chromosome.scaffold.name.mouse,Gene.start..bp.mouse,Gene.end..bp.mouse,Strand.mouse,homology.type,orthology.confidence..0.low..1.high,Gene.name.zebrafish,Gene.stable.ID.zebrafish,Gene.description.zebrafish,Chromosome.scaffold.name.zebrafish,Gene.start..bp.zebrafish,Gene.end..bp.zebrafish,Strand.zebrafish
Adck1,ENSMUSG00000021044,aarF domain containing kinase 1 [Source:MGI Symbol;Acc:MGI:1919363],12,88327324,88428494,1,ortholog_one2one,1,adck1,ENSDARG00000062561,aarF domain containing kinase 1 [Source:ZFIN;Acc:ZDB-GENE-080401-5],17,17491226,17759220,-1
Xkrx,ENSMUSG00000031258,"X-linked Kx blood group related, X-linked [Source:MGI Symbol;Acc:MGI:3584011]",X,133049792,133062825,-1,ortholog_one2one,1,xkrx,ENSDARG00000044011,XK related X-linked [Source:ZFIN;Acc:ZDB-GENE-041114-108],14,41318412,41341284,1
Sv2c,ENSMUSG00000051111,synaptic vesicle glycoprotein 2c [Source:MGI Symbol;Acc:MGI:1922459],13,96091102,96269085,-1,ortholog_one2one,1,sv2ca,ENSDARG00000059997,synaptic vesicle glycoprotein 2Ca [Source:ZFIN;Acc:ZDB-GENE-060526-233],5,45976130,46066558,1
Gfer,ENSMUSG00000040888,"growth factor, augmenter of liver regeneration [Source:MGI Symbol;Acc:MGI:107757]",17,24912161,24915130,-1,ortholog_one2one,1,gfer,ENSDARG00000070061,"growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-060810-186]",3,40162399,40168482,1
Eloc,ENSMUSG00000079658,elongin C [Source:MGI Symbol;Acc:MGI:1915173],1,16711949,16727266,-1,ortholog_one2one,1,eloca,ENSDARG00000045355,elongin C paralog a [Source:ZFIN;Acc:ZDB-GENE-040912-120],24,12983434,12988849,1
Ythdf3,ENSMUSG00000047213,YTH N6-methyladenosine RNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1918850],3,16237376,16271201,1,ortholog_one2one,1,ythdf3,ENSDARG00000057939,YTH N(6)-methyladenosine RNA binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-030131-6123],24,24285751,24300350,1
Sgk2,ENSMUSG00000017868,serum/glucocorticoid regulated kinase 2 [Source:MGI Symbol;Acc:MGI:1351318],2,162829250,162856047,1,ortholog_one2one,1,sgk2a,ENSDARG00000063370,serum/glucocorticoid regulated kinase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-9632],23,4324625,4344591,1
Nsd2,ENSMUSG00000057406,nuclear receptor binding SET domain protein 2 [Source:MGI Symbol;Acc:MGI:1276574],5,33978069,34055319,1,ortholog_one2one,1,nsd2,ENSDARG00000026225,nuclear receptor binding SET domain protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-2581],13,12993851,13030851,-1
Bmp3,ENSMUSG00000029335,bone morphogenetic protein 3 [Source:MGI Symbol;Acc:MGI:88179],5,99002274,99032255,1,ortholog_one2one,1,bmp3,ENSDARG00000060526,bone morphogenetic protein 3 [Source:ZFIN;Acc:ZDB-GENE-030131-7192],5,39667272,39673477,1
Cemip,ENSMUSG00000052353,"cell migration inducing protein, hyaluronan binding [Source:MGI Symbol;Acc:MGI:2443629]",7,83582065,83735710,-1,ortholog_one2one,1,cemip,ENSDARG00000039881,cell migration inducing hyaluronidase 1 [Source:ZFIN;Acc:ZDB-GENE-130103-7],7,11197022,11342611,1
Bckdhb,ENSMUSG00000032263,"branched chain ketoacid dehydrogenase E1, beta polypeptide [Source:MGI Symbol;Acc:MGI:88137]",9,83807198,84006293,1,ortholog_one2one,1,bckdhb,ENSDARG00000014676,branched chain keto acid dehydrogenase E1 subunit beta [Source:ZFIN;Acc:ZDB-GENE-030124-2],16,5013868,5105322,-1
Dzip1,ENSMUSG00000042156,DAZ interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914311],14,119112932,119162872,-1,ortholog_one2one,1,dzip1,ENSDARG00000000943,DAZ interacting zinc finger protein 1 [Source:NCBI gene;Acc:402875],6,7249531,7280299,1
Sobp,ENSMUSG00000038248,sine oculis binding protein [Source:MGI Symbol;Acc:MGI:1924427],10,42878496,43050526,-1,ortholog_one2one,1,sobpa,ENSDARG00000054253,sine oculis binding protein homolog (Drosophila) a [Source:NCBI gene;Acc:573683],13,32740509,32796029,1
Sptlc3,ENSMUSG00000039092,"serine palmitoyltransferase, long chain base subunit 3 [Source:MGI Symbol;Acc:MGI:2444678]",2,139335833,139479594,1,ortholog_one2one,1,sptlc3,ENSDARG00000030743,"serine palmitoyltransferase, long chain base subunit 3 [Source:ZFIN;Acc:ZDB-GENE-041210-281]",13,34804243,34862484,-1
Wsb2,ENSMUSG00000029364,WD repeat and SOCS box-containing 2 [Source:MGI Symbol;Acc:MGI:2144041],5,117495369,117516666,1,ortholog_one2one,1,wsb2,ENSDARG00000058608,WD repeat and SOCS box containing 2 [Source:ZFIN;Acc:ZDB-GENE-081104-26],5,12549551,12560569,-1
Itgb6,ENSMUSG00000026971,integrin beta 6 [Source:MGI Symbol;Acc:MGI:96615],2,60428636,60552987,-1,ortholog_one2one,1,itgb6,ENSDARG00000002494,"integrin, beta 6 [Source:ZFIN;Acc:ZDB-GENE-100812-2]",11,10975012,11020857,1
Tcf7,ENSMUSG00000000782,"transcription factor 7, T cell specific [Source:MGI Symbol;Acc:MGI:98507]",11,52143198,52174158,-1,ortholog_one2one,1,tcf7,ENSDARG00000038672,transcription factor 7 [Source:ZFIN;Acc:ZDB-GENE-050222-4],21,45267589,45337118,1
Rcor1,ENSMUSG00000037896,REST corepressor 1 [Source:MGI Symbol;Acc:MGI:106340],12,111005785,111082335,1,ortholog_one2one,1,rcor1,ENSDARG00000031434,REST corepressor 1 [Source:ZFIN;Acc:ZDB-GENE-050506-79],17,29251662,29271359,-1
Fam114a1,ENSMUSG00000029185,"family with sequence similarity 114, member A1 [Source:MGI Symbol;Acc:MGI:1915553]",5,65127414,65199229,1,ortholog_one2one,1,fam114a1,ENSDARG00000008287,family with sequence similarity 114 member A1 [Source:ZFIN;Acc:ZDB-GENE-070410-52],1,18575747,18592068,-1
Srd5a1,ENSMUSG00000021594,steroid 5 alpha-reductase 1 [Source:MGI Symbol;Acc:MGI:98400],13,69721568,69759561,-1,ortholog_one2one,1,srd5a1,ENSDARG00000020509,"steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) [Source:ZFIN;Acc:ZDB-GENE-060929-938]",19,27836913,27858033,-1
Pgm5,ENSMUSG00000041731,phosphoglucomutase 5 [Source:MGI Symbol;Acc:MGI:1925668],19,24660380,24839219,-1,ortholog_one2one,1,pgm5,ENSDARG00000060745,phosphoglucomutase 5 [Source:ZFIN;Acc:ZDB-GENE-060503-838],8,30456161,30494617,1
Tnfrsf21,ENSMUSG00000023915,"tumor necrosis factor receptor superfamily, member 21 [Source:MGI Symbol;Acc:MGI:2151075]",17,43327446,43400080,1,ortholog_one2one,1,tnfrsf21,ENSDARG00000001807,"tumor necrosis factor receptor superfamily, member 21 [Source:ZFIN;Acc:ZDB-GENE-030131-5971]",20,35797998,35841570,-1
Adamts6,ENSMUSG00000046169,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6 [Source:MGI Symbol;Acc:MGI:1347348]",13,104424343,104633203,1,ortholog_one2one,1,adamts6,ENSDARG00000041982,"ADAM metallopeptidase with thrombospondin type 1 motif, 6 [Source:ZFIN;Acc:ZDB-GENE-091113-9]",10,11593998,11761927,-1
Ints6l,ENSMUSG00000035967,integrator complex subunit 6 like [Source:MGI Symbol;Acc:MGI:2442593],X,55500217,55553203,1,ortholog_one2one,1,ints6l,ENSDARG00000017931,integrator complex subunit 6 like [Source:NCBI gene;Acc:393406],14,31566517,31608159,1
Rorb,ENSMUSG00000036192,RAR-related orphan receptor beta [Source:MGI Symbol;Acc:MGI:1343464],19,18907969,19088560,-1,ortholog_one2one,1,rorb,ENSDARG00000033498,RAR-related orphan receptor B [Source:ZFIN;Acc:ZDB-GENE-061204-2],5,25366677,25406807,-1
Ero1b,ENSMUSG00000057069,endoplasmic reticulum oxidoreductase 1 beta [Source:MGI Symbol;Acc:MGI:1914725],13,12580755,12626285,1,ortholog_one2one,1,ero1b,ENSDARG00000103915,endoplasmic reticulum oxidoreductase beta [Source:ZFIN;Acc:ZDB-GENE-060929-744],11,44502410,44524932,1
Ptn,ENSMUSG00000029838,pleiotrophin [Source:MGI Symbol;Acc:MGI:97804],6,36691864,36787155,-1,ortholog_one2one,1,ptn,ENSDARG00000102340,pleiotrophin [Source:ZFIN;Acc:ZDB-GENE-030624-1],4,1301436,1360495,-1
Mex3b,ENSMUSG00000057706,mex3 RNA binding family member B [Source:MGI Symbol;Acc:MGI:1918252],7,82516541,82520723,1,ortholog_one2one,1,mex3b,ENSDARG00000058369,mex-3 RNA binding family member B [Source:ZFIN;Acc:ZDB-GENE-030131-2628],7,12061787,12065668,-1
Eogt,ENSMUSG00000035245,EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase [Source:MGI Symbol;Acc:MGI:2141669],6,97086985,97126143,-1,ortholog_one2one,1,eogt,ENSDARG00000022853,EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase [Source:ZFIN;Acc:ZDB-GENE-120813-8],11,17726649,17755444,-1
Tmod4,ENSMUSG00000005628,tropomodulin 4 [Source:MGI Symbol;Acc:MGI:1355285],3,95031787,95036520,1,ortholog_one2one,1,tmod4,ENSDARG00000020890,tropomodulin 4 (muscle) [Source:ZFIN;Acc:ZDB-GENE-991019-9],16,29650698,29684858,1
Coq10b,ENSMUSG00000025981,coenzyme Q10B [Source:MGI Symbol;Acc:MGI:1915126],1,55091929,55111861,1,ortholog_one2one,1,coq10b,ENSDARG00000056141,coenzyme Q10B [Source:NCBI gene;Acc:550442],9,32178050,32188445,1
Zranb2,ENSMUSG00000028180,"zinc finger, RAN-binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1858211]",3,157239797,157254047,1,ortholog_one2one,1,zranb2,ENSDARG00000044332,"zinc finger, RAN-binding domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2743]",6,37301341,37307487,1
Tmem200a,ENSMUSG00000049420,transmembrane protein 200A [Source:MGI Symbol;Acc:MGI:1924470],10,25788229,25954950,-1,ortholog_one2one,1,tmem200a,ENSDARG00000031540,transmembrane protein 200A [Source:NCBI gene;Acc:556369],20,2227860,2241954,1
Rcn1,ENSMUSG00000005973,reticulocalbin 1 [Source:MGI Symbol;Acc:MGI:104559],2,105216636,105229664,-1,ortholog_one2one,1,rcn1,ENSDARG00000070006,"reticulocalbin 1, EF-hand calcium binding domain [Source:ZFIN;Acc:ZDB-GENE-080225-33]",7,15818778,15830251,-1
Tmed11,ENSMUSG00000004821,transmembrane p24 trafficking protein 11 [Source:MGI Symbol;Acc:MGI:1914616],5,108925101,108943229,-1,ortholog_one2one,1,si:ch211-255i20.3,ENSDARG00000077880,si:ch211-255i20.3 [Source:ZFIN;Acc:ZDB-GENE-141216-113],14,17382803,17393595,1
Scaf1,ENSMUSG00000038406,SR-related CTD-associated factor 1 [Source:MGI Symbol;Acc:MGI:2141980],7,44652372,44665787,-1,ortholog_one2one,1,scaf1,ENSDARG00000054010,SR-related CTD-associated factor 1 [Source:ZFIN;Acc:ZDB-GENE-120215-214],3,32477782,32490621,1
Atp5c1,ENSMUSG00000025781,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 [Source:MGI Symbol;Acc:MGI:1261437]",2,10060827,10085321,-1,ortholog_one2one,1,atp5f1c,ENSDARG00000045514,ATP synthase F1 subunit gamma [Source:ZFIN;Acc:ZDB-GENE-030131-8901],4,25173299,25181552,-1
Zc3h18,ENSMUSG00000017478,zinc finger CCCH-type containing 18 [Source:MGI Symbol;Acc:MGI:1923264],8,123103348,123144099,1,ortholog_one2one,1,zc3h18,ENSDARG00000062506,zinc finger CCCH-type containing 18 [Source:NCBI gene;Acc:555770],18,17076680,17147803,-1
Traf3ip1,ENSMUSG00000034292,TRAF3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1921269],1,91422369,91457029,1,ortholog_one2one,1,traf3ip1,ENSDARG00000010300,TNF receptor-associated factor 3 interacting protein 1 [Source:NCBI gene;Acc:393572],9,45605410,45667487,1
Fam135a,ENSMUSG00000026153,"family with sequence similarity 135, member A [Source:MGI Symbol;Acc:MGI:1915437]",1,24050174,24139422,-1,ortholog_one2one,1,fam135a,ENSDARG00000059843,family with sequence similarity 135 member A [Source:ZFIN;Acc:ZDB-GENE-080130-1],13,39182099,39228382,1
Dlx5,ENSMUSG00000029755,distal-less homeobox 5 [Source:MGI Symbol;Acc:MGI:101926],6,6877805,6882085,-1,ortholog_one2one,1,dlx5a,ENSDARG00000042296,distal-less homeobox 5a [Source:NCBI gene;Acc:30569],19,41470216,41472228,-1
Lrrc8c,ENSMUSG00000054720,"leucine rich repeat containing 8 family, member C [Source:MGI Symbol;Acc:MGI:2140839]",5,105667254,105760884,1,ortholog_one2one,1,lrrc8c,ENSDARG00000099911,leucine rich repeat containing 8 VRAC subunit C [Source:ZFIN;Acc:ZDB-GENE-030131-2965],6,25189837,25201810,-1
Snupn,ENSMUSG00000055334,snurportin 1 [Source:MGI Symbol;Acc:MGI:1913319],9,56858162,56890490,1,ortholog_one2one,1,snupn,ENSDARG00000008395,snurportin 1 [Source:ZFIN;Acc:ZDB-GENE-030131-3464],25,6432578,6448050,-1
Coro6,ENSMUSG00000020836,coronin 6 [Source:MGI Symbol;Acc:MGI:2183448],11,77353237,77361310,1,ortholog_one2one,1,coro6,ENSDARG00000102272,coronin 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1202],21,40484088,40529184,1
Zdhhc6,ENSMUSG00000024982,"zinc finger, DHHC domain containing 6 [Source:MGI Symbol;Acc:MGI:1914230]",19,55259723,55304464,-1,ortholog_one2one,1,zdhhc6,ENSDARG00000075721,zinc finger DHHC-type containing 6 [Source:ZFIN;Acc:ZDB-GENE-030131-3189],12,31422557,31438582,1
Emx2,ENSMUSG00000043969,empty spiracles homeobox 2 [Source:MGI Symbol;Acc:MGI:95388],19,59446804,59453789,1,ortholog_one2one,1,emx2,ENSDARG00000039701,empty spiracles homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-990415-54],13,19322686,19327657,1
Slc6a11,ENSMUSG00000030307,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11 [Source:MGI Symbol;Acc:MGI:95630]",6,114108202,114226913,1,ortholog_one2one,1,slc6a11b,ENSDARG00000087981,solute carrier family 6 member 11b [Source:ZFIN;Acc:ZDB-GENE-121116-2],11,1094844,1131569,-1
A830018L16Rik,ENSMUSG00000057715,RIKEN cDNA A830018L16 gene [Source:MGI Symbol;Acc:MGI:2444149],1,11484329,12046125,1,ortholog_one2one,1,C24H8orf34,ENSDARG00000095034,zgc:162928 [Source:NCBI gene;Acc:557144],24,19210001,19404475,1
Ndfip2,ENSMUSG00000053253,Nedd4 family interacting protein 2 [Source:MGI Symbol;Acc:MGI:1923523],14,105496008,105546732,1,ortholog_one2one,1,ndfip2,ENSDARG00000033928,Nedd4 family interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2662],1,5354489,5394791,-1
Cbln4,ENSMUSG00000067578,cerebellin 4 precursor protein [Source:MGI Symbol;Acc:MGI:2154433],2,171878153,171885386,-1,ortholog_one2one,1,cbln4,ENSDARG00000061240,cerebellin 4 precursor [Source:ZFIN;Acc:ZDB-GENE-080204-58],23,37955041,37974323,1
Abcb7,ENSMUSG00000031333,"ATP-binding cassette, sub-family B (MDR/TAP), member 7 [Source:MGI Symbol;Acc:MGI:109533]",X,103324263,103457462,-1,ortholog_one2one,1,abcb7,ENSDARG00000062795,"ATP-binding cassette, sub-family B (MDR/TAP), member 7 [Source:ZFIN;Acc:ZDB-GENE-050517-10]",14,10981703,11070156,1
Klhl5,ENSMUSG00000054920,kelch-like 5 [Source:MGI Symbol;Acc:MGI:1919028],5,65264882,65325531,1,ortholog_one2one,1,klhl5,ENSDARG00000062122,kelch-like family member 5 [Source:ZFIN;Acc:ZDB-GENE-080424-7],1,18363833,18446161,-1
Dync1li2,ENSMUSG00000035770,"dynein, cytoplasmic 1 light intermediate chain 2 [Source:MGI Symbol;Acc:MGI:107738]",8,105144312,105169679,-1,ortholog_one2one,1,dync1li2,ENSDARG00000035924,"dynein, cytoplasmic 1, light intermediate chain 2 [Source:ZFIN;Acc:ZDB-GENE-050417-156]",7,44674956,44704910,-1
Rnft1,ENSMUSG00000020521,"ring finger protein, transmembrane 1 [Source:MGI Symbol;Acc:MGI:1924142]",11,86375483,86389851,1,ortholog_one2one,1,rnft1,ENSDARG00000015917,"ring finger protein, transmembrane 1 [Source:NCBI gene;Acc:406509]",10,28160265,28169169,1
Vegfd,ENSMUSG00000031380,vascular endothelial growth factor D [Source:MGI Symbol;Acc:MGI:108037],X,163156374,163185646,1,ortholog_one2one,1,vegfd,ENSDARG00000056624,vascular endothelial growth factor D [Source:ZFIN;Acc:ZDB-GENE-070810-6],11,29889828,29916607,-1
Mapk3,ENSMUSG00000063065,mitogen-activated protein kinase 3 [Source:MGI Symbol;Acc:MGI:1346859],7,126358773,126364991,1,ortholog_one2one,1,mapk3,ENSDARG00000070573,mitogen-activated protein kinase 3 [Source:ZFIN;Acc:ZDB-GENE-040121-1],3,26211974,26222381,-1
Fam20b,ENSMUSG00000033557,"FAM20B, glycosaminoglycan xylosylkinase [Source:MGI Symbol;Acc:MGI:2443990]",1,156506102,156546656,-1,ortholog_one2one,1,fam20b,ENSDARG00000008573,FAM20B glycosaminoglycan xylosylkinase [Source:NCBI gene;Acc:557060],20,15857041,15922986,-1
Gda,ENSMUSG00000058624,guanine deaminase [Source:MGI Symbol;Acc:MGI:95678],19,21368671,21450809,-1,ortholog_one2one,1,gda,ENSDARG00000002986,guanine deaminase [Source:ZFIN;Acc:ZDB-GENE-050522-434],5,25708369,25723079,-1
Arl6,ENSMUSG00000022722,ADP-ribosylation factor-like 6 [Source:MGI Symbol;Acc:MGI:1927136],16,59433312,59459754,-1,ortholog_one2one,1,arl6,ENSDARG00000032056,ADP-ribosylation factor-like 6 [Source:NCBI gene;Acc:494134],1,34203817,34233938,1
Sash3,ENSMUSG00000031101,SAM and SH3 domain containing 3 [Source:MGI Symbol;Acc:MGI:1921381],X,47235313,47250442,1,ortholog_one2one,1,sash3,ENSDARG00000016541,SAM and SH3 domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-130411-1],14,33568838,33585809,-1
Helb,ENSMUSG00000020228,helicase (DNA) B [Source:MGI Symbol;Acc:MGI:2152895],10,119919513,119948892,-1,ortholog_one2one,1,helb,ENSDARG00000053127,helicase (DNA) B [Source:ZFIN;Acc:ZDB-GENE-030729-16],4,12769951,12781182,-1
Hand2,ENSMUSG00000038193,heart and neural crest derivatives expressed 2 [Source:MGI Symbol;Acc:MGI:103580],8,57774018,57777668,1,ortholog_one2one,1,hand2,ENSDARG00000008305,heart and neural crest derivatives expressed 2 [Source:NCBI gene;Acc:58150],1,38193147,38195012,-1
Wnt2,ENSMUSG00000010797,"wingless-type MMTV integration site family, member 2 [Source:MGI Symbol;Acc:MGI:98954]",6,17988939,18030584,-1,ortholog_one2one,1,wnt2,ENSDARG00000041117,wingless-type MMTV integration site family member 2 [Source:NCBI gene;Acc:30127],18,20613241,20636549,-1
Rel,ENSMUSG00000020275,reticuloendotheliosis oncogene [Source:MGI Symbol;Acc:MGI:97897],11,23686847,23720970,-1,ortholog_one2one,1,rel,ENSDARG00000055276,v-rel avian reticuloendotheliosis viral oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-040718-255],13,25795511,25819825,-1
Rcn2,ENSMUSG00000032320,reticulocalbin 2 [Source:MGI Symbol;Acc:MGI:1349765],9,55949129,55969166,1,ortholog_one2one,1,rcn2,ENSDARG00000039378,reticulocalbin 2 [Source:ZFIN;Acc:ZDB-GENE-050706-62],18,26967414,26977940,-1
Bmp4,ENSMUSG00000021835,bone morphogenetic protein 4 [Source:MGI Symbol;Acc:MGI:88180],14,46620977,46628126,-1,ortholog_one2one,1,bmp4,ENSDARG00000019995,bone morphogenetic protein 4 [Source:ZFIN;Acc:ZDB-GENE-980528-2059],17,50564070,50586135,1
Zbed4,ENSMUSG00000034333,"zinc finger, BED type containing 4 [Source:MGI Symbol;Acc:MGI:2682302]",15,88635863,88668719,1,ortholog_one2one,1,zbed4,ENSDARG00000024306,"zinc finger, BED-type containing 4 [Source:ZFIN;Acc:ZDB-GENE-041210-305]",4,27112399,27129697,-1
Aldh7a1,ENSMUSG00000053644,"aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]",18,56642759,56706023,-1,ortholog_one2one,1,aldh7a1,ENSDARG00000018426,"aldehyde dehydrogenase 7 family, member A1 [Source:ZFIN;Acc:ZDB-GENE-030131-6129]",10,16006905,16028082,-1
Card11,ENSMUSG00000036526,"caspase recruitment domain family, member 11 [Source:MGI Symbol;Acc:MGI:1916978]",5,140858745,140986337,-1,ortholog_one2one,1,card11,ENSDARG00000052741,"caspase recruitment domain family, member 11 [Source:ZFIN;Acc:ZDB-GENE-100219-1]",3,41558682,41632059,1
Trip11,ENSMUSG00000021188,thyroid hormone receptor interactor 11 [Source:MGI Symbol;Acc:MGI:1924393],12,101800302,101879526,-1,ortholog_one2one,1,trip11,ENSDARG00000078381,thyroid hormone receptor interactor 11 [Source:ZFIN;Acc:ZDB-GENE-030131-9833],13,33170350,33207424,-1
Dhx40,ENSMUSG00000018425,DEAH (Asp-Glu-Ala-His) box polypeptide 40 [Source:MGI Symbol;Acc:MGI:1914737],11,86659672,86698572,-1,ortholog_one2one,1,dhx40,ENSDARG00000041586,DEAH (Asp-Glu-Ala-His) box polypeptide 40 [Source:ZFIN;Acc:ZDB-GENE-080507-1],15,17258246,17285188,1
Ar,ENSMUSG00000046532,androgen receptor [Source:MGI Symbol;Acc:MGI:88064],X,97192375,97366821,1,ortholog_one2one,1,ar,ENSDARG00000067976,androgen receptor [Source:ZFIN;Acc:ZDB-GENE-060131-1],5,35561607,35679140,1
Wscd2,ENSMUSG00000063430,WSC domain containing 2 [Source:MGI Symbol;Acc:MGI:2445030],5,113638199,113727786,1,ortholog_one2one,1,wscd2,ENSDARG00000061819,WSC domain containing 2 [Source:NCBI gene;Acc:561091],5,20627200,20678300,-1
Cbarp,ENSMUSG00000035640,"calcium channel, voltage-dependent, beta subunit associated regulatory protein [Source:MGI Symbol;Acc:MGI:1354170]",10,79966285,79976669,-1,ortholog_one2one,1,cbarpb,ENSDARG00000071325,CACN subunit beta associated regulatory protein b [Source:ZFIN;Acc:ZDB-GENE-050208-507],22,18786797,18824801,1
Zdhhc2,ENSMUSG00000039470,"zinc finger, DHHC domain containing 2 [Source:MGI Symbol;Acc:MGI:1923452]",8,40876856,40963309,1,ortholog_one2one,1,zdhhc2,ENSDARG00000034757,zinc finger DHHC-type palmitoyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-050320-58],14,30426956,30452218,-1
Themis,ENSMUSG00000049109,thymocyte selection associated [Source:MGI Symbol;Acc:MGI:2443552],10,28544356,28759814,1,ortholog_one2one,1,themis,ENSDARG00000010619,thymocyte selection associated [Source:NCBI gene;Acc:555433],20,1423192,1439256,-1
Faf1,ENSMUSG00000010517,Fas-associated factor 1 [Source:MGI Symbol;Acc:MGI:109419],4,109533785,109821157,1,ortholog_one2one,1,faf1,ENSDARG00000022418,Fas (TNFRSF6) associated factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2863],8,16274778,16406440,-1
Erlec1,ENSMUSG00000020311,endoplasmic reticulum lectin 1 [Source:MGI Symbol;Acc:MGI:1914003],11,30880774,30904335,-1,ortholog_one2one,1,erlec1,ENSDARG00000086309,endoplasmic reticulum lectin 1 [Source:ZFIN;Acc:ZDB-GENE-030521-15],13,35750690,35765028,-1
Nol9,ENSMUSG00000028948,nucleolar protein 9 [Source:MGI Symbol;Acc:MGI:1921285],4,152123778,152145951,1,ortholog_one2one,1,nol9,ENSDARG00000077751,nucleolar protein 9 [Source:ZFIN;Acc:ZDB-GENE-070629-1],23,24954951,24971463,1
Hnrnpa1,ENSMUSG00000046434,heterogeneous nuclear ribonucleoprotein A1 [Source:MGI Symbol;Acc:MGI:104820],15,103148859,103155119,1,ortholog_one2one,1,hnrnpa1b,ENSDARG00000036675,heterogeneous nuclear ribonucleoprotein A1b [Source:ZFIN;Acc:ZDB-GENE-030912-14],23,36306539,36310418,1
Alg6,ENSMUSG00000073792,"asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:2444031]",4,99603901,99651697,1,ortholog_one2one,1,alg6,ENSDARG00000017617,"ALG6 alpha-1,3-glucosyltransferase [Source:ZFIN;Acc:ZDB-GENE-040808-45]",6,32065094,32087111,-1
Fam124a,ENSMUSG00000035184,"family with sequence similarity 124, member A [Source:MGI Symbol;Acc:MGI:3645930]",14,62793186,62845935,1,ortholog_one2one,1,FAM124A,ENSDARG00000075264,si:dkeyp-74a11.1 [Source:ZFIN;Acc:ZDB-GENE-081104-474],9,23859317,23885220,-1
Sdhaf3,ENSMUSG00000042505,succinate dehydrogenase complex assembly factor 3 [Source:MGI Symbol;Acc:MGI:1913288],6,6956004,7042979,1,ortholog_one2one,1,sdhaf3,ENSDARG00000036092,succinate dehydrogenase complex assembly factor 3 [Source:NCBI gene;Acc:449654],19,25526354,25548630,1
Lypla2,ENSMUSG00000028670,lysophospholipase 2 [Source:MGI Symbol;Acc:MGI:1347000],4,135695535,135699937,-1,ortholog_one2one,1,lypla2,ENSDARG00000053656,lysophospholipase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1715],19,43884120,43901467,1
Ube2a,ENSMUSG00000016308,ubiquitin-conjugating enzyme E2A [Source:MGI Symbol;Acc:MGI:102959],X,36137553,36147875,1,ortholog_one2one,1,ube2a,ENSDARG00000098466,ubiquitin-conjugating enzyme E2A (RAD6 homolog) [Source:ZFIN;Acc:ZDB-GENE-030616-72],14,32859430,32866427,-1
Car8,ENSMUSG00000041261,carbonic anhydrase 8 [Source:MGI Symbol;Acc:MGI:88253],4,8143362,8239041,-1,ortholog_one2one,1,ca8,ENSDARG00000039098,carbonic anhydrase VIII [Source:ZFIN;Acc:ZDB-GENE-050417-26],2,21855036,21878527,1
Ifrd2,ENSMUSG00000010048,interferon-related developmental regulator 2 [Source:MGI Symbol;Acc:MGI:1316708],9,107464841,107470584,1,ortholog_one2one,1,ifrd2,ENSDARG00000036811,interferon-related developmental regulator 2 [Source:ZFIN;Acc:ZDB-GENE-040801-140],8,26410197,26427311,1
Zbtb18,ENSMUSG00000063659,zinc finger and BTB domain containing 18 [Source:MGI Symbol;Acc:MGI:1353609],1,177269917,177278330,1,ortholog_one2one,1,zbtb18,ENSDARG00000028228,zinc finger and BTB domain containing 18 [Source:NCBI gene;Acc:100003157],13,11436130,11445034,1
Nup37,ENSMUSG00000035351,nucleoporin 37 [Source:MGI Symbol;Acc:MGI:1919964],10,87982854,88014252,1,ortholog_one2one,1,nup37,ENSDARG00000094191,nucleoporin 37 [Source:ZFIN;Acc:ZDB-GENE-040718-363],4,17327704,17377658,1
Cdk12,ENSMUSG00000003119,cyclin-dependent kinase 12 [Source:MGI Symbol;Acc:MGI:1098802],11,98093885,98169330,1,ortholog_one2one,1,cdk12,ENSDARG00000063726,cyclin-dependent kinase 12 [Source:ZFIN;Acc:ZDB-GENE-081104-294],19,4856351,4905342,1
